1,2,3,4,5,6,7,8,path
-5.337075331879206,-3.936210750175146,-0.44662749576451566,-2.125293517187178,2.503212866707836,7.970128676338352,0.5580804447780059,-0.38647887632905936,./DataSet/10/S10_8.jpg
-3.4050323221072523,3.040643461162482,5.812728979085647,-1.798812715690811,-3.801797220034094,0.37593836335829334,1.7313405526704801,4.8139940354021515,./DataSet/10/S12_6.jpg
5.506207389666783,0.35373033220184247,-6.250003169429777,0.481791409126279,-2.8905963890028756,0.24433077822820662,6.436372554121515,-1.1662502165787463,./DataSet/10/S13_2.jpg
-0.9131352673606264,9.359742534188943,0.06972935149001011,-3.311923286681477,-0.9239959279584429,0.5188312297452831,-2.375715739073336,-4.7223929392089765,./DataSet/10/S21_5.jpg
10.122797716956063,-2.844107704706447,7.843459613407858,0.7631938364498148,3.96501207734024,0.16555671269920594,0.07423231920351,-1.4553181181122798,./DataSet/10/S22_7.jpg
-1.6129276066563014,4.172584643100529,-4.498639036224064,1.8751452188957791,8.29656103336461,-2.146183372422194,0.028124583189257812,2.934511714286622,./DataSet/10/S29_1.jpg
3.0761529103436613,2.8968106745318267,0.8077986104612821,4.533573628785505,-3.3970257361408853,0.7728974104536769,-2.159878740475549,2.148132798362381,./DataSet/10/S2_6.jpg
3.6732686721744696,-5.200043120590256,-5.939396968734107,-1.2475466224296954,-2.6715384522917476,-0.12107622020178889,-5.188738224919528,1.2236268465943003,./DataSet/10/S34_9.jpg
-3.257798631660577,-4.33826362691135,1.0857250711786028,-6.680144315909578,0.1122025601163537,-5.489003719279908,0.7180816059198534,-0.3955761707528914,./DataSet/10/S40_10.jpg
-7.852457529477016,-3.5048864428024245,1.5152250445290654,7.51001636464136,-1.1920348121009903,-2.2914198589191277,0.1781006445857924,-2.9942490736635046,./DataSet/10/S8_2.jpg
